phi;fraction;thickness;depth;location
0.0060000000000000001;0.06181329294864861;0.14999999999999999;2.8439999999999999;20.0
0.027;0.064903957596081044;0.14999999999999999;2.8439999999999999;20.0
0.049000000000000002;0.066449289919797247;0.14999999999999999;2.8439999999999999;20.0
0.070999999999999994;0.086023499353535982;0.14999999999999999;2.8439999999999999;20.0
0.092999999999999999;0.096325714844977414;0.14999999999999999;2.8439999999999999;20.0
0.11600000000000001;0.091174607099256691;0.14999999999999999;2.8439999999999999;20.0
0.13900000000000001;0.09529549329583327;0.14999999999999999;2.8439999999999999;20.0
0.16200000000000001;0.11229414885671164;0.14999999999999999;2.8439999999999999;20.0
0.186;0.12620213977015757;0.14999999999999999;2.8439999999999999;20.0
0.20999999999999999;0.14680657075304043;0.14999999999999999;2.8439999999999999;20.0
0.23499999999999999;0.13598924448702696;0.14999999999999999;2.8439999999999999;20.0
0.26000000000000001;0.18389454652222961;0.14999999999999999;2.8439999999999999;20.0
0.28599999999999998;0.17462255257993231;0.14999999999999999;2.8439999999999999;20.0
0.312;0.23231495933200433;0.14999999999999999;2.8439999999999999;20.0
0.33800000000000002;0.22510340848799537;0.14999999999999999;2.8439999999999999;20.0
0.36499999999999999;0.24210206404887369;0.14999999999999999;2.8439999999999999;20.0
0.39300000000000002;0.28640159066207188;0.14999999999999999;2.8439999999999999;20.0
0.42099999999999999;0.3059758000958106;0.14999999999999999;2.8439999999999999;20.0
0.44900000000000001;0.32039890178382857;0.14999999999999999;2.8439999999999999;20.0
0.47799999999999998;0.40333173648993215;0.14999999999999999;2.8439999999999999;20.0
0.50800000000000001;0.41260373043222948;0.14999999999999999;2.8439999999999999;20.0
0.53900000000000003;0.48059835267574291;0.14999999999999999;2.8439999999999999;20.0
0.56999999999999995;0.55734985808698168;0.14999999999999999;2.8439999999999999;20.0
0.60099999999999998;0.60731560322047251;0.14999999999999999;2.8439999999999999;20.0
0.63400000000000001;0.67324978236569777;0.14999999999999999;2.8439999999999999;20.0
0.66700000000000004;0.75669772784637335;0.14999999999999999;2.8439999999999999;20.0
0.70099999999999996;0.83653989790504446;0.14999999999999999;2.8439999999999999;20.0
0.73599999999999999;0.94162249591774705;0.14999999999999999;2.8439999999999999;20.0
0.77100000000000002;1.0698850787861929;0.14999999999999999;2.8439999999999999;20.0
0.80800000000000005;1.1141846053993911;0.14999999999999999;2.8439999999999999;20.0
0.84499999999999997;1.3681342172634225;0.14999999999999999;2.8439999999999999;20.0
0.88400000000000001;1.5376056620976342;0.14999999999999999;2.8439999999999999;20.0
0.92300000000000004;1.5381207728722062;0.14999999999999999;2.8439999999999999;20.0
0.96399999999999997;1.8276130281817107;0.14999999999999999;2.8439999999999999;20.0
1.006;1.9424827309112824;0.14999999999999999;2.8439999999999999;20.0
1.0489999999999999;2.2082798905904717;0.14999999999999999;2.8439999999999999;20.0
1.093;2.1531630377112596;0.14999999999999999;2.8439999999999999;20.0
1.139;2.4194753081650209;0.14999999999999999;2.8439999999999999;20.0
1.1859999999999999;2.8042630567703584;0.14999999999999999;2.8439999999999999;20.0
1.2350000000000001;2.6960897941102235;0.14999999999999999;2.8439999999999999;20.0
1.286;2.8073537214177913;0.14999999999999999;2.8439999999999999;20.0
1.3380000000000001;3.0463651208192322;0.14999999999999999;2.8439999999999999;20.0
1.393;3.4965719377952231;0.14999999999999999;2.8439999999999999;20.0
1.4490000000000001;3.2225330057228807;0.14999999999999999;2.8439999999999999;20.0
1.508;3.3121622804984217;0.14999999999999999;2.8439999999999999;20.0
1.5700000000000001;3.4316679801991419;0.14999999999999999;2.8439999999999999;20.0
1.6339999999999999;3.5923825418656281;0.14999999999999999;2.8439999999999999;20.0
1.7010000000000001;3.4167297677365518;0.14999999999999999;2.8439999999999999;20.0
1.7709999999999999;2.4421401822461921;0.14999999999999999;2.8439999999999999;20.0
1.845;3.3770662380945025;0.14999999999999999;2.8439999999999999;20.0
1.923;3.425486650904277;0.14999999999999999;2.8439999999999999;20.0
2.0059999999999998;3.6979802506529027;0.14999999999999999;2.8439999999999999;20.0
2.093;3.603714978906214;0.14999999999999999;2.8439999999999999;20.0
2.1859999999999999;1.7905250524125214;0.14999999999999999;2.8439999999999999;20.0
2.286;3.8010024055673171;0.14999999999999999;2.8439999999999999;20.0
2.3929999999999998;1.5669669762482421;0.14999999999999999;2.8439999999999999;20.0
2.508;4.3155980693648166;0.14999999999999999;2.8439999999999999;20.0
2.6339999999999999;1.3542262263499765;0.14999999999999999;2.8439999999999999;20.0
2.7709999999999999;4.9842118547593666;0.14999999999999999;2.8439999999999999;20.0
2.923;1.2542947360829946;0.14999999999999999;2.8439999999999999;20.0
3.093;1.2172067603138055;0.14999999999999999;2.8439999999999999;20.0
3.286;3.3822173458402229;0.14999999999999999;2.8439999999999999;20.0
3.508;0.91380651409085534;0.14999999999999999;2.8439999999999999;20.0
3.7709999999999999;0.66500800997254461;0.14999999999999999;2.8439999999999999;20.0
4.093;0.48008324190117085;0.14999999999999999;2.8439999999999999;20.0
